LXCat, www.lxcat.net
Generated on 28 Nov 2014. All rights reserved.

RECOMMENDED REFERENCE FORMAT
- Biagi-v7.1 database, www.lxcat.net, retrieved on November 28, 2014.
Be aware that some databases and solvers can additionally have instructions how to reference corresponding data.
Please check below in the headers of databases.

CROSS SECTION DATA FORMAT
In downloaded files, each collision process is defined by a block consisting of
1st line
Keyword in capitals indicating the type of the collision. Possible collision types are elastic, effective, excitation,
ionization, or attachment (capital letters required, key words are case sensitive), where "elastic" is used to denote
the elastic momentum transfer cross section and where "effective" denotes the total momentum transfer cross section (sum
of elastic momentum transfer and total inelastic cross sections).  The latter is useful for solving the Boltzmann
equation in the 2-term approximation.
2nd line
Name of the target particle species. This name is a character string, freely chosen by the user, e.g. "Ar". Optionally
for excitation processes, the name of the corresponding excited state can be specified on the same line, separated from
the first name either by arrow "->" (dash + greater than) or by double-head arrow "<->" (less than + dash +
greater than), e.g. "Ar -> Ar*" and "Ar <-> Ar*", respectively. In the later case BOLSIG+ will automatically
define the inverse superelastic process, constructing the superelastic cross-section by detailed balancing, and
considering the indicated excited state as the target. In this case, the ratio of statistical weights must be input in
the 3rd line (see below).  Alternatively, superelastic collisions could be defined explicitly as excitation collisions
with a negative electron energy loss with user input cross sections and species name, "Ar*", for example.
3rd line
For elastic and effective collisions, the ratio of the electron mass to the target particle mass. For excitation or
ionization collisions, the electron energy loss (nominally the threshold energy) in eV. For attachment, the 3rd line is
missing. In case of an excitation process where an excited state has been indicated on the 2nd line using double-head
arrow "<->", the 3rd line must specify also ratio of the statistical weights of the final state to the initial state
as the second parameter in 3rd line this is needed by BOLSIG+ to calculate the de-excitation cross-section.
from 4th line (optionally)
User comments and reference information, maximum 100 lines. The only constraint on format is that these comment lines
must not start with a number.
Finally
Table of the cross section as a function of energy. The table starts and ends by a line of dashes "------" (at least 5),
and has otherwise two numbers per line: the energy in eV and the cross section in m2.

xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
DATABASE:         Biagi-v7.1 (Magboltz version 7.1)
DESCRIPTION:      For the moment, this data base contains cross sections for the rare gases.  The excitation cross
                  sections are grouped into a few effective excitation levels.  For more detailed cross sections with
                  multiple levels, see Biagi 8.9.  
                  
                  These cross sections were compiled for use in a Monte Carlo (or multi-term Boltzmann) code.  
                  For history and detailed notes, see http://consult.cern.ch/writeup/magboltz/
CONTACT:          COPYRIGHT 2004   STEPHEN FRANCIS BIAGI
HOW TO REFERENCE: Cross sections extracted from 
                  PROGRAM MAGBOLTZ, VERSION 7.1 JUNE 2004
xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx

**************************************************************************************************************


ELASTIC
Ar
 1.360000e-5
SPECIES: e / Ar
PROCESS: E + Ar -> E + Ar, Elastic
PARAM.:  m/M = 0.0000136, complete set
COMMENT: From Biagi elastic MOMENTUM-TRANSFER CROSS SECTION.
UPDATED: 2011-01-19 09:34:55
COLUMNS: Energy (eV) | Cross section (m2)
-----------------------------
 0.000000e+0	7.100000e-20
 1.000000e-3	6.298400e-20
 2.000000e-3	5.835000e-20
 5.000000e-3	4.977500e-20
 1.000000e-2	4.113000e-20
 2.000000e-2	3.071300e-20
 5.000000e-2	1.570900e-20
 1.000000e-1	6.062200e-21
 1.092000e-1	5.117000e-21
 1.482000e-1	2.519100e-21
 1.885000e-1	1.330700e-21
 2.303000e-1	9.762900e-22
 2.735000e-1	1.139000e-21
 3.183000e-1	1.628900e-21
 3.646000e-1	2.326700e-21
 4.125000e-1	3.155200e-21
 4.622000e-1	4.064500e-21
 5.136000e-1	5.023100e-21
 5.668000e-1	6.012300e-21
 6.218000e-1	7.023300e-21
 6.788000e-1	8.054600e-21
 7.378000e-1	9.110500e-21
 7.989000e-1	1.020000e-20
 8.621000e-1	1.133700e-20
 9.275000e-1	1.253700e-20
 9.953000e-1	1.382100e-20
 1.065400e+0	1.479100e-20
 1.138000e+0	1.576700e-20
 1.213100e+0	1.677000e-20
 1.290900e+0	1.778100e-20
 1.371400e+0	1.882800e-20
 1.454700e+0	1.991100e-20
 1.541000e+0	2.107400e-20
 1.630300e+0	2.232400e-20
 1.722700e+0	2.358000e-20
 1.818400e+0	2.476000e-20
 1.917400e+0	2.598200e-20
 2.020000e+0	2.729100e-20
 2.126100e+0	2.884100e-20
 2.235900e+0	3.044500e-20
 2.349700e+0	3.210500e-20
 2.467400e+0	3.382400e-20
 2.589200e+0	3.558500e-20
 2.715400e+0	3.740100e-20
 2.845900e+0	3.928100e-20
 2.981100e+0	4.122700e-20
 3.121000e+0	4.331500e-20
 3.265800e+0	4.548700e-20
 3.415700e+0	4.773600e-20
 3.570900e+0	5.006300e-20
 3.731500e+0	5.247300e-20
 3.897800e+0	5.496700e-20
 4.069900e+0	5.775100e-20
 4.248100e+0	6.093800e-20
 4.432500e+0	6.423700e-20
 4.623400e+0	6.765200e-20
 4.821000e+0	7.118700e-20
 5.025600e+0	7.507600e-20
 5.237300e+0	7.901500e-20
 5.456500e+0	8.309200e-20
 5.683400e+0	8.731200e-20
 5.918300e+0	9.168100e-20
 6.161400e+0	9.628400e-20
 6.413100e+0	1.010900e-19
 6.673600e+0	1.060800e-19
 6.943300e+0	1.118000e-19
 7.222400e+0	1.170000e-19
 7.511400e+0	1.222000e-19
 7.810500e+0	1.275900e-19
 8.120100e+0	1.326900e-19
 8.440600e+0	1.372100e-19
 8.772400e+0	1.416500e-19
 9.115800e+0	1.451600e-19
 9.471300e+0	1.487100e-19
 9.839300e+0	1.523900e-19
 1.022020e+1	1.548800e-19
 1.061450e+1	1.564600e-19
 1.100000e+1	1.580000e-19
 1.160000e+1	1.580000e-19
 1.220000e+1	1.571000e-19
 1.280380e+1	1.547800e-19
 1.328890e+1	1.525600e-19
 1.379110e+1	1.495700e-19
 1.431090e+1	1.458200e-19
 1.484890e+1	1.420600e-19
 1.540590e+1	1.373500e-19
 1.598240e+1	1.321600e-19
 1.657920e+1	1.291500e-19
 1.719700e+1	1.225700e-19
 1.783650e+1	1.157400e-19
 1.849840e+1	1.110100e-19
 1.918370e+1	1.069000e-19
 1.989300e+1	1.026400e-19
 2.062720e+1	9.899000e-20
 2.138720e+1	9.534100e-20
 2.217390e+1	9.156500e-20
 2.298830e+1	8.765600e-20
 2.383130e+1	8.361000e-20
 2.470400e+1	7.942100e-20
 2.560730e+1	7.611800e-20
 2.654230e+1	7.321900e-20
 2.751020e+1	7.021800e-20
 2.851210e+1	6.711300e-20
 2.954920e+1	6.389700e-20
 3.062280e+1	6.137900e-20
 3.173410e+1	5.937900e-20
 3.288440e+1	5.730800e-20
 3.407520e+1	5.516500e-20
 3.530780e+1	5.294600e-20
